real_1,est_1,real_2,est_2,real_1∪2,est_1∪2,real_1∩2,est_1∩2,real_jaccard,est_jaccard,jaccard_error
1200000, 1200674, 1200000, 1200204, 2000000, 2000114, 400000, 399892, 0.2, 0.19993468392293634,0.032658038531835354
1300000, 1300476, 1300000, 1299789, 2000000, 1999660, 600000, 600057, 0.3, 0.30007967781302636,-0.026559271008789558
1300000, 1300322, 1300000, 1299672, 2000000, 1999538, 600000, 600135, 0.3, 0.3001371718698357,-0.04572395661189832
1300000, 1299833, 1300000, 1298813, 2000000, 1998457, 600000, 598925, 0.3, 0.29969413501366343,0.101954995445519
1300000, 1299242, 1300000, 1298683, 2000000, 1997236, 600000, 598344, 0.3, 0.2995863373307267,0.13788755642442826
1300000, 1300726, 1300000, 1299867, 2000000, 2000327, 600000, 600285, 0.3, 0.30009354653047865,-0.031182176826220303
1400000, 1400180, 1400000, 1399042, 2000000, 1999510, 800000, 799636, 0.4, 0.3999160513405794,0.020987164855157392
1400000, 1399936, 1400000, 1400437, 2000000, 2000151, 800000, 800099, 0.4, 0.4000193929239099,-0.004848230977474999
1400000, 1399915, 1400000, 1399003, 2000000, 1999188, 800000, 799146, 0.4, 0.399735714745736,0.06607131356600737
1400000, 1399326, 1400000, 1399929, 2000000, 1998669, 800000, 799406, 0.4, 0.3999692679962656,0.007683000933608741
1400000, 1400812, 1400000, 1399706, 2000000, 2000218, 800000, 800252, 0.4, 0.40008268975981187,-0.020672439952962307
1500000, 1499335, 1500000, 1499243, 2000000, 1999154, 1000000, 999460, 0.5, 0.4999418038930868,0.011639221382642173
1500000, 1500824, 1500000, 1499282, 2000000, 1999852, 1000000, 999669, 0.5, 0.499871607390139,0.025678521972205548
1500000, 1500869, 1500000, 1501106, 2000000, 2001810, 1000000, 1000970, 0.5, 0.5000329516370761,-0.006590327415212371
1500000, 1500699, 1500000, 1500405, 2000000, 2001010, 1000000, 1000248, 0.5, 0.4998716517986973,0.025669640260539417
1500000, 1499771, 1500000, 1499820, 2000000, 2000135, 1000000, 1000151, 0.5, 0.5000418889106091,-0.008377782121815613
1600000, 1599421, 1600000, 1600705, 2000000, 1999640, 1200000, 1199747, 0.6, 0.5999815351147034,0.003077480882759017
1600000, 1598454, 1600000, 1599567, 2000000, 1998625, 1200000, 1198630, 0.6, 0.5997274438861907,0.04542601896821245
1600000, 1600086, 1600000, 1599277, 2000000, 1999455, 1200000, 1198847, 0.6, 0.5995870775924808,0.06882040125320381
1600000, 1600720, 1600000, 1600375, 2000000, 2000052, 1200000, 1200071, 0.6, 0.6000200140874352,-0.0033356812392063935
1600000, 1599432, 1600000, 1601064, 2000000, 1999777, 1200000, 1200029, 0.6, 0.6000817697011449,-0.013628283524154869
1700000, 1699624, 1700000, 1698635, 2000000, 1998931, 1400000, 1399163, 0.7, 0.6999557680070772,0.006318856131829318
1700000, 1699361, 1700000, 1699727, 2000000, 2000211, 1400000, 1399899, 0.7, 0.6998758099310167,0.017741438426176006
1700000, 1700146, 1700000, 1699703, 2000000, 2000070, 1400000, 1400490, 0.7, 0.7002208519283624,-0.03155027548034412
1700000, 1699410, 1700000, 1699368, 2000000, 1999071, 1400000, 1399936, 0.7, 0.7002934708554419,-0.04192440792027963
1700000, 1700215, 1700000, 1700794, 2000000, 2000408, 1400000, 1400297, 0.7, 0.7000059725618956,-8.532231279437649E-4
1800000, 1799502, 1800000, 1798802, 2000000, 1998882, 1600000, 1599042, 0.8, 0.7999683387382521,0.00395765771848966
1800000, 1799608, 1800000, 1800486, 2000000, 1999826, 1600000, 1599311, 0.8, 0.7997253695680001,0.03432880399999172
1800000, 1799691, 1800000, 1800370, 2000000, 1999922, 1600000, 1600233, 0.8, 0.8001477065914067,-0.018463323925826947
1800000, 1800491, 1800000, 1800111, 2000000, 2000301, 1600000, 1600912, 0.8, 0.8003355600579589,-0.041945007244859056
1800000, 1801662, 1800000, 1801175, 2000000, 2002293, 1600000, 1601618, 0.8, 0.7998922443030958,0.013469462113030461
1900000, 1901824, 1900000, 1901869, 2000000, 2002189, 1800000, 1802020, 0.9, 0.9000251954586155,-0.0027994954017174223
1900000, 1900477, 1900000, 1901259, 2000000, 2000618, 1800000, 1800627, 0.9, 0.9000356779983092,-0.003964222034352143
1900000, 1899139, 1900000, 1899035, 2000000, 1999554, 1800000, 1799902, 0.9, 0.9001520676545892,-0.016896406065466014
1900000, 1901765, 1900000, 1900740, 2000000, 2001358, 1800000, 1801278, 0.9, 0.9000283034596133,-0.0031448288459159615
1900000, 1902188, 1900000, 1902376, 2000000, 2002459, 1800000, 1802338, 0.9, 0.9000627122546258,-0.006968028291747746
2000000, 1998991, 2000000, 1998991, 2000000, 1998991, 2000000, 1998991, 1.0, 1.0,0.0
2000000, 2000039, 2000000, 2000039, 2000000, 2000039, 2000000, 2000039, 1.0, 1.0,0.0
2000000, 1997249, 2000000, 1997249, 2000000, 1997249, 2000000, 1997249, 1.0, 1.0,0.0
2000000, 2002005, 2000000, 2002005, 2000000, 2002005, 2000000, 2002005, 1.0, 1.0,0.0
2000000, 1998729, 2000000, 1998729, 2000000, 1998729, 2000000, 1998729, 1.0, 1.0,0.0
1650000, 1648889, 1650000, 1649060, 3000000, 2998297, 300000, 299958, 0.1, 0.10004300579136298,-0.04300579136297389
1650000, 1649084, 1650000, 1649047, 3000000, 2998489, 300000, 299403, 0.1, 0.09985142742511817,0.14857257488183617
1650000, 1649607, 1650000, 1649135, 3000000, 2999885, 300000, 299638, 0.1, 0.09988317244474194,0.11682755525806165
1650000, 1649176, 1650000, 1650494, 3000000, 3000483, 300000, 300530, 0.1, 0.10016062349239216,-0.16062349239215346
1650000, 1648867, 1650000, 1649635, 3000000, 2999354, 300000, 299642, 0.1, 0.09990240612465816,0.0975938753418476
1800000, 1798840, 1800000, 1798149, 3000000, 2998962, 600000, 598841, 0.2, 0.19968306762456803,0.15846618771599152
1800000, 1800182, 1800000, 1801286, 3000000, 3001579, 600000, 599836, 0.2, 0.19984034277428867,0.079828612855673
1800000, 1800908, 1800000, 1800366, 3000000, 3002822, 600000, 600887, 0.2, 0.20010762954387126,-0.05381477193562578
1800000, 1799950, 1800000, 1798955, 3000000, 2999781, 600000, 599076, 0.2, 0.19970679835461103,0.1466008226944926
1800000, 1799285, 1800000, 1799292, 3000000, 2999969, 600000, 599465, 0.2, 0.19982400876446382,0.08799561776809406
1950000, 1950506, 1950000, 1950889, 3000000, 3000027, 900000, 898788, 0.3, 0.2995936192455507,0.13546025148308827
1950000, 1949186, 1950000, 1949906, 3000000, 2998882, 900000, 898462, 0.3, 0.2995993164810559,0.13356117298135572
1950000, 1949933, 1950000, 1949771, 3000000, 3000211, 900000, 899392, 0.3, 0.29977650928307487,0.07449690564170774
1950000, 1949037, 1950000, 1948923, 3000000, 2999053, 900000, 898998, 0.3, 0.29976086227484855,0.07971257505047977
1950000, 1949247, 1950000, 1951500, 3000000, 3001119, 900000, 900956, 0.3, 0.30020697965733995,-0.06899321911331877
2100000, 2101727, 2100000, 2102261, 3000000, 3002546, 1200000, 1200192, 0.4, 0.3997249631926824,0.06875920182940198
2100000, 2099636, 2100000, 2101520, 3000000, 2999877, 1200000, 1201276, 0.4, 0.40044198978133666,-0.1104974453341595
2100000, 2099165, 2100000, 2100215, 3000000, 2999785, 1200000, 1198932, 0.4, 0.3996728277833142,0.08179305417145566
2100000, 2099325, 2100000, 2101879, 3000000, 3000048, 1200000, 1198894, 0.4, 0.39962508296496574,0.09372925875857085
2100000, 2101236, 2100000, 2103523, 3000000, 3003417, 1200000, 1202132, 0.4, 0.40025483005691703,-0.06370751422925258
2250000, 2250815, 2250000, 2250321, 3000000, 3000048, 1500000, 1499284, 0.5, 0.499753377042317,0.049324591536603624
2250000, 2250148, 2250000, 2250578, 3000000, 3000475, 1500000, 1499649, 0.5, 0.49980415566021474,0.03916886795705121
2250000, 2249879, 2250000, 2247474, 3000000, 2998239, 1500000, 1499142, 0.5, 0.5000075229449822,-0.0015045889964371284
2250000, 2249338, 2250000, 2247731, 3000000, 2999831, 1500000, 1499626, 0.5, 0.49990379197505985,0.019241604988029515
2250000, 2247877, 2250000, 2250622, 3000000, 2997980, 1500000, 1498802, 0.5, 0.499937306355004,0.012538728999200721
2400000, 2401129, 2400000, 2400224, 3000000, 2999572, 1800000, 1800148, 0.6, 0.6001351352198361,-0.02252253663935037
2400000, 2400563, 2400000, 2400249, 3000000, 3000358, 1800000, 1800302, 0.6, 0.6000293301630018,-0.004888360500295471
2400000, 2402169, 2400000, 2399112, 3000000, 3000985, 1800000, 1799885, 0.6, 0.599764879428642,0.03918676189299901
2400000, 2400447, 2400000, 2400673, 3000000, 3001868, 1800000, 1801416, 0.6, 0.6000984969811803,-0.016416163530060444
2550000, 2552108, 2550000, 2550900, 3000000, 3002190, 2100000, 2101509, 0.7, 0.6999921682387622,0.0011188230339647428
2400000, 2399455, 2400000, 2399992, 3000000, 2998088, 1800000, 1799276, 0.6, 0.6001414345576784,-0.02357242627974247
2550000, 2548522, 2550000, 2551457, 3000000, 2999400, 2100000, 2099680, 0.7, 0.7000334712717453,-0.004781610249336512
2550000, 2548633, 2550000, 2546844, 3000000, 2996639, 2100000, 2097068, 0.7, 0.6998069274118554,0.027581798306372134
2550000, 2549857, 2550000, 2549425, 3000000, 2999789, 2100000, 2098722, 0.7, 0.6996235014801087,0.05378550284161423
2700000, 2697413, 2700000, 2699133, 3000000, 2996477, 2400000, 2397216, 0.8, 0.8000116636504215,-0.001457956302686192
2700000, 2697435, 2700000, 2698007, 3000000, 2996510, 2400000, 2397227, 0.8, 0.8000063961633054,-7.995204131666656E-4
2550000, 2551565, 2550000, 2549806, 3000000, 3000788, 2100000, 2100303, 0.7, 0.699917279238969,0.011817251575856653
2700000, 2702152, 2700000, 2703880, 3000000, 3003601, 2400000, 2403927, 0.8, 0.8003485337653047,-0.04356672066307965
2700000, 2701786, 2700000, 2701920, 3000000, 3001571, 2400000, 2402337, 0.8, 0.8003599184669378,-0.04498980836721567
2700000, 2698271, 2700000, 2699807, 3000000, 2998824, 2400000, 2398262, 0.8, 0.7997342126048419,0.03322342439476822
2850000, 2851416, 2850000, 2850677, 3000000, 3000839, 2700000, 2701095, 0.9, 0.9001135521907677,-0.012616910085299575
2850000, 2852577, 2850000, 2852823, 3000000, 3001939, 2700000, 2702041, 0.9, 0.9000986839013663,-0.01096487792958308
2850000, 2854184, 2850000, 2853174, 3000000, 3003877, 2700000, 2704747, 0.9, 0.900418924776444,-0.046547197382667486
2850000, 2849843, 2850000, 2850914, 3000000, 3000621, 2700000, 2700363, 0.9, 0.8999348244333173,0.007241729631414352
2850000, 2850093, 2850000, 2850696, 3000000, 2999049, 2700000, 2700394, 0.9, 0.900417096571584,-0.04634406350932806
3000000, 3000517, 3000000, 3000517, 3000000, 3000517, 3000000, 3000517, 1.0, 1.0,0.0
3000000, 2997888, 3000000, 2997888, 3000000, 2997888, 3000000, 2997888, 1.0, 1.0,0.0
3000000, 2998439, 3000000, 2998439, 3000000, 2998439, 3000000, 2998439, 1.0, 1.0,0.0
3000000, 2999363, 3000000, 2999363, 3000000, 2999363, 3000000, 2999363, 1.0, 1.0,0.0
3000000, 2998310, 3000000, 2998310, 3000000, 2998310, 3000000, 2998310, 1.0, 1.0,0.0
2200000, 2197433, 2200000, 2197997, 4000000, 3997278, 400000, 398580, 0.1, 0.09971288960980768,0.28711039019233
2200000, 2199795, 2200000, 2196977, 4000000, 3996343, 400000, 399265, 0.1, 0.09990774334164035,0.09225665835965735
2200000, 2199829, 2200000, 2197912, 4000000, 3997917, 400000, 400631, 0.1, 0.10020997260666793,-0.20997260666792694
2200000, 2199136, 2200000, 2197724, 4000000, 3998152, 400000, 400696, 0.1, 0.10022032969925612,-0.22032969925611656
2200000, 2198907, 2200000, 2198405, 4000000, 3996719, 400000, 398518, 0.1, 0.09971136390497246,0.28863609502755017
2400000, 2398281, 2400000, 2398538, 4000000, 3996094, 800000, 797598, 0.2, 0.1995944431996415,0.20277840017925153
2400000, 2399671, 2400000, 2398011, 4000000, 3999687, 800000, 800341, 0.2, 0.2001009108859438,-0.05045544297190008
2400000, 2398842, 2400000, 2398425, 4000000, 3998509, 800000, 799290, 0.2, 0.19989706304860272,0.0514684756986461
2400000, 2398224, 2400000, 2400453, 4000000, 3999162, 800000, 800362, 0.2, 0.2001326123284664,-0.06630616423319857
2400000, 2399392, 2400000, 2397757, 4000000, 3998374, 800000, 800020, 0.2, 0.20008636047714443,-0.04318023857220743
2600000, 2600740, 2600000, 2600761, 4000000, 4004629, 1200000, 1200478, 0.3, 0.2997726798200023,0.07577339333257142
2600000, 2598333, 2600000, 2597743, 4000000, 3994972, 1200000, 1198019, 0.3, 0.29988185092376446,0.03938302541184324
2600000, 2599573, 2600000, 2600305, 4000000, 4000361, 1200000, 1200988, 0.3, 0.3002199532543338,-0.07331775144460892
2600000, 2598758, 2600000, 2601522, 4000000, 4002720, 1200000, 1199858, 0.3, 0.29976083091103717,0.07972302965427355
2600000, 2600208, 2600000, 2599006, 4000000, 3999505, 1200000, 1200964, 0.3, 0.30027826513532174,-0.09275504510725119
2800000, 2797179, 2800000, 2800480, 4000000, 3998819, 1600000, 1598436, 0.4, 0.3997272633085145,0.06818417287138279
2800000, 2796613, 2800000, 2802039, 4000000, 3999445, 1600000, 1598064, 0.4, 0.39957148409193494,0.10712897701627144
2800000, 2795582, 2800000, 2797801, 4000000, 3995845, 1600000, 1596159, 0.4, 0.3994548396981116,0.13629007547211192
2800000, 2802552, 2800000, 2802221, 4000000, 4004818, 1600000, 1601790, 0.4, 0.3999658549282254,0.008536267943656806
2800000, 2801723, 2800000, 2801944, 4000000, 4002747, 1600000, 1600224, 0.4, 0.39978154595149,0.054613512127502095
3000000, 3000199, 3000000, 2999626, 4000000, 4000603, 2000000, 1998085, 0.5, 0.4994462082906371,0.11075834187258549
3000000, 2995663, 3000000, 2996214, 4000000, 3994213, 2000000, 1995502, 0.5, 0.4995983013244291,0.08033973511417658
3000000, 2999476, 3000000, 3004757, 4000000, 4001641, 2000000, 2000907, 0.5, 0.5000218362127272,-0.004367242545444405
3000000, 3000140, 3000000, 3000266, 4000000, 4001560, 2000000, 2000224, 0.5, 0.499861143150214,0.027771369957196868
3000000, 2998728, 3000000, 3000638, 4000000, 4001951, 2000000, 1998965, 0.5, 0.49949778004221557,0.10044399155688666
3200000, 3200476, 3200000, 3203395, 4000000, 4001729, 2400000, 2401106, 0.6, 0.6000172448835046,-0.0028741472507716934
3200000, 3200517, 3200000, 3199667, 4000000, 3998920, 2400000, 2399531, 0.6, 0.6000448023655649,-0.0074670609274870205
3200000, 3199280, 3200000, 3200770, 4000000, 3997903, 2400000, 2397903, 0.6, 0.5997903071965965,0.03494880056723974
3200000, 3200881, 3200000, 3201456, 4000000, 4001547, 2400000, 2400403, 0.6, 0.599868981696631,0.021836383894820642
3200000, 3199547, 3200000, 3198540, 4000000, 3996161, 2400000, 2396476, 0.6, 0.5996947137871735,0.050881035471073144
3400000, 3401780, 3400000, 3398775, 4000000, 4001789, 2800000, 2800514, 0.7, 0.6998156822388673,0.026331108733243118
3400000, 3401679, 3400000, 3399913, 4000000, 4001048, 2800000, 2800818, 0.7, 0.7000211653721073,-0.003023624586770016
3400000, 3399321, 3400000, 3397602, 4000000, 3996672, 2800000, 2797065, 0.7, 0.6998486517006238,0.021621185625161514
3400000, 3399624, 3400000, 3398249, 4000000, 4000516, 2800000, 2799501, 0.7, 0.6997850331801483,0.030709545693095665
3400000, 3399599, 3400000, 3403102, 4000000, 4000266, 2800000, 2800735, 0.7, 0.7001371918782409,-0.01959883974870077
3600000, 3601491, 3600000, 3601262, 4000000, 4002639, 3200000, 3202183, 0.8, 0.8000181393505217,-0.00226741881520498
3600000, 3600856, 3600000, 3599141, 4000000, 4000098, 3200000, 3199278, 0.8, 0.7998000890359755,0.02498887050306209
3600000, 3598363, 3600000, 3599030, 4000000, 3999640, 3200000, 3196890, 0.8, 0.7992946290222414,0.08817137221983629
3600000, 3597040, 3600000, 3595517, 4000000, 3995362, 3200000, 3195687, 0.8, 0.7998494194413618,0.018822569829782254
3600000, 3595490, 3600000, 3598886, 4000000, 3998206, 3200000, 3198461, 0.8, 0.799974125097871,0.00323436276612743
3800000, 3797487, 3800000, 3796607, 4000000, 3998072, 3600000, 3598113, 0.9, 0.8999621393295076,0.0042067411658205005
3800000, 3796918, 3800000, 3797542, 4000000, 3998792, 3600000, 3598469, 0.9, 0.8998891689688794,0.012314559013404391
3800000, 3801588, 3800000, 3800614, 4000000, 4000111, 3600000, 3600863, 0.9, 0.9001907831629239,-0.021198129213763194
3800000, 3801190, 3800000, 3802557, 4000000, 4000724, 3600000, 3601784, 0.9, 0.9002832204483148,-0.03146893870163857
3800000, 3799041, 3800000, 3800933, 4000000, 4000596, 3600000, 3600363, 0.9, 0.8999568277404446,0.004796917728379214
4000000, 3998354, 4000000, 3998354, 4000000, 3998354, 4000000, 3998354, 1.0, 1.0,0.0
4000000, 4002187, 4000000, 4002187, 4000000, 4002187, 4000000, 4002187, 1.0, 1.0,0.0
2750000, 2749663, 2750000, 2748128, 5000000, 4998610, 500000, 500028, 0.1, 0.10003351294450613,-0.03351294450612552
4000000, 4000940, 4000000, 4000940, 4000000, 4000940, 4000000, 4000940, 1.0, 1.0,0.0
4000000, 3994649, 4000000, 3994649, 4000000, 3994649, 4000000, 3994649, 1.0, 1.0,0.0
4000000, 4001533, 4000000, 4001533, 4000000, 4001533, 4000000, 4001533, 1.0, 1.0,0.0
2750000, 2750261, 2750000, 2748002, 5000000, 4998003, 500000, 500360, 0.1, 0.10011209831873534,-0.11209831873533471
2750000, 2749901, 2750000, 2746427, 5000000, 4996811, 500000, 499464, 0.1, 0.09995660798413092,0.04339201586908703
2750000, 2752184, 2750000, 2747494, 5000000, 4997917, 500000, 499797, 0.1, 0.10000115565762698,-0.001155657626969453
2750000, 2752158, 2750000, 2749092, 5000000, 5003680, 500000, 500883, 0.1, 0.10010298239321419,-0.1029823932141849
3000000, 3000705, 3000000, 2996364, 5000000, 4993607, 1000000, 999907, 0.2, 0.20023748476314573,-0.11874238157286165
3000000, 3003371, 3000000, 2999593, 5000000, 5000878, 1000000, 999807, 0.2, 0.1999263636511654,0.03681817441730795
3000000, 2999747, 3000000, 2998753, 5000000, 4997082, 1000000, 997945, 0.2, 0.1997057156410403,0.14714217947985053
3000000, 3000998, 3000000, 2996477, 5000000, 5000900, 1000000, 999148, 0.2, 0.199793797430924,0.10310128453801248
3000000, 2998707, 3000000, 2998347, 5000000, 4996865, 1000000, 999868, 0.2, 0.2000991814900443,-0.049590745022143334
3250000, 3250530, 3250000, 3244048, 5000000, 4995403, 1500000, 1498356, 0.3, 0.2999470434149432,0.017652195018924566
3250000, 3251426, 3250000, 3246059, 5000000, 4992439, 1500000, 1498144, 0.3, 0.30008270403305637,-0.027568011018793324
3250000, 3253567, 3250000, 3248129, 5000000, 4997646, 1500000, 1500396, 0.3, 0.3002206809749466,-0.07356032498219886
3250000, 3248651, 3250000, 3246600, 5000000, 4998741, 1500000, 1496552, 0.3, 0.2993858450198923,0.20471832670256504
3250000, 3248651, 3250000, 3246600, 5000000, 4998741, 1500000, 1496552, 0.3, 0.2993858450198923,0.20471832670256504
3500000, 3497297, 3500000, 3497727, 5000000, 4993142, 2000000, 1995444, 0.4, 0.39963703942283596,0.09074014429101551
3500000, 3500188, 3500000, 3499567, 5000000, 4998784, 2000000, 1997236, 0.4, 0.39954447991814085,0.11388002046479329
3500000, 3498925, 3500000, 3500771, 5000000, 5002528, 2000000, 1998780, 0.4, 0.39955401572288896,0.11149606927776667
3500000, 3500793, 3500000, 3502651, 5000000, 5005126, 2000000, 2001853, 0.4, 0.3999607213410196,0.009819664745100432
3500000, 3498214, 3500000, 3500044, 5000000, 4998567, 2000000, 1994458, 0.4, 0.39900606070793354,0.24848482301662034
3750000, 3749767, 3750000, 3751680, 5000000, 5003104, 2500000, 2498357, 0.5, 0.49936139686034126,0.12772062793174888
3750000, 3743458, 3750000, 3746189, 5000000, 4993369, 2500000, 2492780, 0.5, 0.4992181827161635,0.15636345676729446
3750000, 3749396, 3750000, 3753057, 5000000, 5006672, 2500000, 2501301, 0.5, 0.49959359070488385,0.08128185902323004
3750000, 3755819, 3750000, 3751363, 5000000, 5003876, 2500000, 2501363, 0.5, 0.4998852552768131,0.022948944637379842
3750000, 3746732, 3750000, 3748822, 5000000, 4998025, 2500000, 2496578, 0.5, 0.49951305045784816,0.09738990843036754
4000000, 4000805, 4000000, 4002241, 5000000, 5002528, 3000000, 3000836, 0.6, 0.5998640829829058,0.022652836182357472
4000000, 3997231, 4000000, 4002828, 5000000, 4999098, 3000000, 2998870, 0.6, 0.599882234724788,0.019627545868668626
4000000, 4004832, 4000000, 4003853, 5000000, 5003398, 3000000, 3002867, 0.6, 0.6001655303087992,-0.027588384799862958
4000000, 3999728, 4000000, 4005838, 5000000, 5003800, 3000000, 3001675, 0.6, 0.5998792156368487,0.020130727191887875
4000000, 4007899, 4000000, 4003246, 5000000, 5006378, 3000000, 3004039, 0.6, 0.6000424267914687,-0.007071131911451367
4250000, 4249167, 4250000, 4250154, 5000000, 5003050, 3500000, 3500299, 0.7, 0.6996330648147127,0.052419312183899745
4250000, 4249448, 4250000, 4246529, 5000000, 4993596, 3500000, 3496004, 0.7, 0.7000975684594849,-0.013938351354991775
4250000, 4250966, 4250000, 4248758, 5000000, 4998968, 3500000, 3498386, 0.7, 0.699821670102822,0.025475699596845737
4250000, 4244583, 4250000, 4246673, 5000000, 4993001, 3500000, 3492210, 0.7, 0.699421087586117,0.08270177341185292
4250000, 4248690, 4250000, 4249311, 5000000, 4994245, 3500000, 3496755, 0.7, 0.7001569347341698,-0.022419247738555574
4500000, 4497994, 4500000, 4501361, 5000000, 5001432, 4000000, 4000061, 0.8, 0.7997832985469553,0.027087681630594274
4500000, 4500668, 4500000, 4502884, 5000000, 5000465, 4000000, 4000284, 0.8, 0.7999824571816044,0.00219285229945132
4500000, 4497396, 4500000, 4497772, 5000000, 4996302, 4000000, 3995279, 0.8, 0.799647391765505,0.044076029311876375
4500000, 4502824, 4500000, 4503364, 5000000, 5001736, 4000000, 4000327, 0.8, 0.7997878184692468,0.02652269134414964
4500000, 4502705, 4500000, 4499848, 5000000, 5001779, 4000000, 4000928, 0.8, 0.7999011572272344,0.012355346595702144
4750000, 4754604, 4750000, 4754526, 5000000, 5006323, 4500000, 4504805, 0.9, 0.8998231512267045,0.019649863699498935
4750000, 4750082, 4750000, 4748666, 5000000, 5001660, 4500000, 4499419, 0.9, 0.89958524660679,0.04608371035667395
4750000, 4749436, 4750000, 4748965, 5000000, 4999380, 4500000, 4499899, 0.9, 0.9000915531094703,-0.010172567718920908
4750000, 4749591, 4750000, 4749725, 5000000, 5000107, 4500000, 4500293, 0.9, 0.9000393932390697,-0.004377026563294627
4750000, 4750284, 4750000, 4746319, 5000000, 4997342, 4500000, 4497627, 0.9, 0.9000039398515989,-4.3776128876170536E-4
5000000, 4999294, 5000000, 4999294, 5000000, 4999294, 5000000, 4999294, 1.0, 1.0,0.0
5000000, 4999294, 5000000, 4999294, 5000000, 4999294, 5000000, 4999294, 1.0, 1.0,0.0
5000000, 5001899, 5000000, 5001899, 5000000, 5001899, 5000000, 5001899, 1.0, 1.0,0.0
5000000, 5003256, 5000000, 5003256, 5000000, 5003256, 5000000, 5003256, 1.0, 1.0,0.0
3300000, 3300370, 3300000, 3299136, 6000000, 5997301, 600000, 599563, 0.1, 0.09997223091937912,0.027769080620881903
5000000, 5003822, 5000000, 5003822, 5000000, 5003822, 5000000, 5003822, 1.0, 1.0,0.0
3300000, 3300510, 3300000, 3297121, 6000000, 5998366, 600000, 599957, 0.1, 0.10002023185708216,-0.020231857082150806
3300000, 3299116, 3300000, 3297771, 6000000, 5989582, 600000, 598038, 0.1, 0.0998464010490869,0.15359895091310305
3300000, 3299690, 3300000, 3298364, 6000000, 5994806, 600000, 598829, 0.1, 0.09989144488576926,0.10855511423074615
3300000, 3302127, 3300000, 3299367, 6000000, 6000393, 600000, 601661, 0.1, 0.10027028175254249,-0.2702817525424839
3600000, 3599731, 3600000, 3595712, 6000000, 6002982, 1200000, 1200017, 0.2, 0.19990350692646297,0.04824653676852031
3600000, 3600154, 3600000, 3599848, 6000000, 6000096, 1200000, 1199710, 0.2, 0.19994851250190296,0.025743749048526277
3600000, 3598129, 3600000, 3594779, 6000000, 5995888, 1200000, 1196030, 0.2, 0.19947514793078994,0.2624260346050372
3600000, 3601658, 3600000, 3599748, 6000000, 6001128, 1200000, 1201671, 0.2, 0.20024094216275432,-0.12047108137715201
3900000, 3902645, 3900000, 3907492, 6000000, 6012210, 1800000, 1804106, 0.3, 0.30007381678270056,-0.024605594233525117
3600000, 3600583, 3600000, 3600154, 6000000, 5997476, 1200000, 1199295, 0.2, 0.1999667177365633,0.01664113171835624
3900000, 3899387, 3900000, 3898835, 6000000, 5996987, 1800000, 1796798, 0.3, 0.2996169450597142,0.1276849800952625
3900000, 3902966, 3900000, 3895757, 6000000, 5997877, 1800000, 1797808, 0.3, 0.2997407250795629,0.08642497347903048
3900000, 3902015, 3900000, 3900331, 6000000, 5998943, 1800000, 1799604, 0.3, 0.29998690009119355,0.0043666362688118045
4200000, 4201296, 4200000, 4199288, 6000000, 6001845, 2400000, 2396128, 0.4, 0.39923197485028666,0.19200628742833958
3900000, 3901886, 3900000, 3900415, 6000000, 6001408, 1800000, 1801089, 0.3, 0.300111164271257,-0.03705475708567126
4200000, 4198362, 4200000, 4200147, 6000000, 5991601, 2400000, 2399747, 0.4, 0.4005186442804443,-0.12966107011107286
4200000, 4202460, 4200000, 4203276, 6000000, 6001023, 2400000, 2398564, 0.4, 0.39969260056483,0.07684985879249928
4200000, 4199510, 4200000, 4198806, 6000000, 6001040, 2400000, 2400825, 0.4, 0.4000681760824344,-0.017044020608592003
4200000, 4199162, 4200000, 4203877, 6000000, 5996725, 2400000, 2397417, 0.4, 0.39978785889227336,0.05303527693166499
4500000, 4499455, 4500000, 4505274, 6000000, 6004208, 3000000, 2999043, 0.5, 0.4994902433177878,0.1019513364424407
4500000, 4499412, 4500000, 4502585, 6000000, 5999240, 3000000, 2998139, 0.5, 0.4997531775856924,0.04936448286152473
4500000, 4499232, 4500000, 4502585, 6000000, 6005662, 3000000, 3000931, 0.5, 0.49968369104984733,0.06326179003053323
4500000, 4497481, 4500000, 4499361, 6000000, 5995504, 3000000, 2997624, 0.5, 0.4999787547877603,0.00424904244793467
4500000, 4501635, 4500000, 4501644, 6000000, 6001268, 3000000, 2999067, 0.5, 0.499739030955177,0.05219380896459569
4800000, 4804090, 4800000, 4803892, 6000000, 6003578, 3600000, 3599284, 0.6, 0.5995232069943127,0.07946550094787656
4800000, 4799934, 4800000, 4805810, 6000000, 6004103, 3600000, 3599650, 0.6, 0.5995318113409069,0.07803144318217307
4800000, 4805266, 4800000, 4806819, 6000000, 6008890, 3600000, 3602539, 0.6, 0.5995350109547495,0.07749817420841613
4800000, 4806275, 4800000, 4799174, 6000000, 6002685, 3600000, 3597439, 0.6, 0.5993050213748156,0.11582977086406951
4800000, 4808314, 4800000, 4799460, 6000000, 6006118, 3600000, 3600628, 0.6, 0.5994934066506432,0.08443222489279423
5100000, 5093203, 5100000, 5096916, 6000000, 5994353, 4200000, 4194315, 0.7, 0.6997111566380858,0.04126333741630692
5100000, 5101398, 5100000, 5100089, 6000000, 5999939, 4200000, 4199496, 0.7, 0.6999231224426832,0.01098250818811129
5100000, 5092863, 5100000, 5096359, 6000000, 5993185, 4200000, 4193628, 0.7, 0.6997328487750046,0.038164460713617315
